#
# 2010 engelsk kategori                  Forslag til oversettelse
# ---------------------------------------------------------------------
#  18k potholes                          Hull i vei
#   6k other                             Annet
#   6k roads/highways                    Gater/Veier
#   6k street lighting                   Gatelys
#   4k pavements/footpaths               Fortau/gangstier
#   3k flytipping                        Dumpet skrot
#   2k rubbish (refuse and recycling)    Forsøpling
# 1.7k car parking                       Parkering
# 1.6k graffiti                          Graffiti/tagging
# 1.5k dog fouling                       Hundemøkk
# 1.5k street cleaning                   Gaterydding
#   1k road traffic signs                Trafikkskilter
#   1k abandoned vehicles                Forlatte kjøretøy
#   1k trees                             Trær
#  500 street nameplates                 Veinavn-skilt
#  700 traffic lights                    Trafikklys
#  700 parks/landscapes                  Park/landskap
#  200 flyposting                        Ulovlige oppslag
#  174 bus stops                         Buss- og togstopp / Kollektivtrafikk
#   50 public toilets                    Offentlige toaletter
# 
# Her er noen ideer til ting som kan være aktuelle for Norge:
# 
#   Dårlig vannkvalitet / Vannforsyning
#   Snøbrøyting
#   Veistrøing / Glatt vei
#   Gang- og sykkelsti
#   Sykkelvei
# 
#   Oversvømmelse
#   Tett avløpsrist / Oversvømmelse
#   Flomvann
#   Oljesøl
#
# Konkret forslag til kommunekategorier
# -------------------------------------
# Hull i vei
# Gater/Veier
# Gatelys
# Fortau/gangstier
# Dumpet skrot
# Forsøpling
# Parkering
# Graffiti/tagging
# Trafikkskilter
# Forlatte kjøretøy
# Trær
# Veinavn-skilter
# Trafikklys
# Park/landskap
# Ulovlige oppslag
# Buss- og togstopp
# Offentlige toaletter
# Vannforsyning
# Snøbrøyting
# Sykkelveier
# Tette avløpsrister
# Oljesøl
# Annet
#
# Konkret forslag til fylkeskategorier
# -------------------------------------
# Annet
# 
0000;default;;Annet,Buss- og togstopp,Dumpet skrot,Forlatte kjøretøy,Forsøpling,Fortau/gangstier,Gatefeiing,Gatelys,Gater/Veier,Graffiti/tagging,Hull i vei,Offentlige toaletter,Oljesøl,Parkering,Park/landskap,Snøbrøyting,Sykkelveier,Tette avløpsrister,Trafikklys,Trafikkskilter,Trær,Ulovlige oppslag,Universell utforming,Vannforsyning,Veinavn-skilter
0101;Halden;postmottak@halden.kommune.no
0104;Moss;post@moss.kommune.no
0105;Sarpsborg;postmottak@sarpsborg.com
0106;Fredrikstad;postmottak@fredrikstad.kommune.no
0111;Hvaler;postmottak@hvaler.kommune.no
0118;Aremark;post@aremark.kommune.no
0119;Marker;post@marker.kommune.no
0121;Rømskog;postmottak@romskog.kommune.no
0122;Trøgstad;postmottak@trogstad.kommune.no
0123;Spydeberg;servicetorget@spydeberg.kommune.no
0124;Askim;postmottak@askim.kommune.no
0125;Eidsberg;postmottak@eidsberg.kommune.no
0127;Skiptvet;postmottak@skiptvet.kommune.no
0128;Rakkestad;postmottak@rakkestad.kommune.no
0135;Råde;post@rade.kommune.no
0136;Rygge;servicetorget@rygge.kommune.no
0137;Våler;postmottak@valer-of.kommune.no
0138;Hobøl;post@hobol.kommune.no
01;Østfold;sentralpost@ostfoldfk.no;Annet
0211;Vestby;post@vestby.kommune.no
0213;Ski;postmottak@ski.kommune.no
0214;Ås;post@as.kommune.no
0215;Frogn;postmottak@frogn.kommune.no
0216;Nesodden;postmottak@nesodden.kommune.no
0217;Oppegård;postmottak@oppegard.kommune.no
0219;Bærum;veiledningstorget@baerum.kommune.no;Annet,Buss- og togstopp,Dumpet skrot,Forlatte kjøretøy,Forsøpling,Fortau/gangstier,Gatefeiing,Gater/Veier,Graffiti/tagging,Hull i vei,Offentlige toaletter,Oljesøl,Parkering,Park/landskap,Snøbrøyting,Sykkelveier,Tette avløpsrister,Trafikklys,Trafikkskilter,Trær,Turveier,Ulovlige oppslag,Universell utforming,Vannforsyning,Veinavn-skilter
0219;Bærum;veilys@hafslund.no;Gatelys
0220;Asker;post@asker.kommune.no
0221;Aurskog-Høland;postmottak@ahk.no
0226;Sørum;postmottak@sorum.kommune.no
0227;Fet;postmottak@fet.kommune.no
0228;Rælingen;postmottak@ralingen.kommune.no
0229;Enebakk;servicetorget@enebakk.kommune.no
0230;Lørenskog;postmottak@lorenskog.kommune.no
0231;Skedsmo;ekspedts@skedsmo.kommune.no
0233;Nittedal;postmottak@nittedal.kommune.no
0234;Gjerdrum;postmottak@gjerdrum.kommune.no
0235;Ullensaker;postmottak@ullensaker.kommune.no
0236;Nes;postmottak@nes-ak.kommune.no
0237;Eidsvoll;post@eidsvoll.kommune.no
0238;Nannestad;postmottak@nannestad.kommune.no
0239;Hurdal;postmottak@hurdal.kommune.no
02;Akershus;postmottak@akershus-fk.no;Annet
03;Oslo;postmottak@oslo.kommune.no
0402;Kongsvinger;fiksgata@kongsvinger.kommune.no
0403;Hamar;postmottak@hamar.kommune.no
0412;Ringsaker;postmottak@ringsaker.kommune.no
0415;Løten;post@loten.kommune.no
0417;Stange;post@stange.kommune.no
0418;Nord-Odal;postmottak@nord-odal.kommune.no
0419;Sør-Odal;postmottak@sor-odal.kommune.no
0420;Eidskog;postmottak@eidskog.kommune.no
0423;Grue;post@grue.kommune.no
0425;Åsnes;post@asnes.kommune.no
0426;Våler;postmottak@vaaler-he.kommune.no
0427;Elverum;postmottak@elverum.kommune.no
0428;Trysil;postmottak@trysil.kommune.no
0429;Åmot;postmottak@amot.kommune.no
0430;Stor-Elvdal;postmottak@stor-elvdal.kommune.no
0432;Rendalen;postmottak@rendalen.kommune.no
0434;Engerdal;postmottak@engerdal.kommune.no
0436;Tolga;postmottak@tolga.kommune.no
0437;Tynset;postmottak@tynset.kommune.no
0438;Alvdal;postmottak@alvdal.kommune.no
0439;Folldal;postmottak@folldal.kommune.no
0441;Os;postmottak@os.kommune.no
04;Hedmark;postmottak@hedmark.org;Annet
0501;Lillehammer;servicetorget@lillehammer.kommune.no
0502;Gjøvik;postmottak@gjovik.kommune.no
0511;Dovre;postmottak@dovre.kommune.no
0512;Lesja;postmottak@lesja.kommune.no
0513;Skjåk;post@skjaak.kommune.no
0514;Lom;post@lom.kommune.no
0515;Vågå;postmottak@vaga.kommune.no
0516;Nord-Fron;post@nord-fron.kommune.no
0517;Sel;postmottak@sel.kommune.no
0519;Sør-Fron;postmottak@sor-fron.kommune.no
0520;Ringebu;post@ringebu.kommune.no
0521;Øyer;postmottak@oyer.kommune.no
0522;Gausdal;postmottak@gausdal.kommune.no
0528;Østre Toten;postmottak@ostre-toten.kommune.no
0529;Vestre Toten;post@vestre-toten.kommune.no
0532;Jevnaker;postmottak@jevnaker.kommune.no
0533;Lunner;post@lunner.kommune.no
0534;Gran;postmottak@gran.kommune.no
0536;Søndre Land;epost@sondre-land.kommune.no
0538;Nordre Land;postmottak@nordre-land.kommune.no
0540;Sør-Aurdal;postmottak@sor-aurdal.kommune.no
0541;Etnedal;postmottak@etnedal.kommune.no
0542;Nord-Aurdal;nak@nord-aurdal.kommune.no
0543;Vestre Slidre;post@vestre-slidre.kommune.no
0544;Øystre Slidre;post@oystre-slidre.kommune.no
0545;Vang;post@vang.kommune.no
05;Oppland;postmottak@oppland.org;Annet
0602;Drammen;kommunepost@drammen.kommune.no
0604;Kongsberg;servicetorget@kongsberg.kommune.no
0605;Ringerike;postmottak@ringerike.kommune.no
0612;Hole;publikumskontoret@hole.kommune.no
0615;Flå;postmottak@flaa.kommune.no
0616;Nes;postmottak@nes-bu.kommune.no
0617;Gol;postmottak@gol.kommune.no
0618;Hemsedal;postmottak@hemsedal.kommune.no
0619;Ål;postmottak@aal.kommune.no
0620;Hol;postmottak@hol.kommune.no
0621;Sigdal;post@sigdal.kommune.no
0622;Krødsherad;krodsherad.kommune@krodsherad.kommune.no
0623;Modum;post@modum.kommune.no
0624;Øvre Eiker;post@ovre-eiker.kommune.no
0625;Nedre Eiker;post@nedre-eiker.kommune.no
0626;Lier;postmottak@lier.kommune.no
